gene	metabolite
YKR089C	phosphatidylethanolamine (1-18:1, 2-18:1)
YKR089C	phosphatidylcholine (1-16:0, 2-16:1)
YKR089C	phosphatidylcholine (1-16:1, 2-16:1)
YKR089C	phosphatidylcholine (1-18:0, 2-16:1)
YKR089C	phosphatidylcholine (1-18:1, 2-16:1)
YKR089C	phosphatidylcholine (1-16:0, 2-18:1)
YKR089C	phosphatidylcholine (1-16:1, 2-18:1)
YKR089C	phosphatidylcholine (1-18:0, 2-18:1)
YKR089C	phosphatidylcholine (1-18:1, 2-18:1)
YKR089C	1-acylglycerophosphoethanolamine (16:0)
YKR089C	1-acylglycerophosphoethanolamine (16:1)
YKR089C	1-acylglycerophosphoethanolamine (18:0)
YKR089C	1-acylglycerophosphoethanolamine (18:1)
YKR089C	1-acylglycerophosphocholine (16:0)
YKR089C	1-acylglycerophosphocholine (16:1)
YKR089C	1-acylglycerophosphocholine (18:0)
YKR089C	1-acylglycerophosphocholine (18:1)
YKR097W	ADP
YKR097W	ATP
YKR097W	phosphoenolpyruvate
YKR097W	carbon dioxide
YKR097W	oxaloacetate
YLL012W	H+
YLL012W	H2O
YLL012W	palmitoleate
YLL012W	oleate
YLL012W	episterol
YLL012W	episteryl oleate
YLL012W	episteryl palmitoleate
YLL012W	fecosterol
YLL012W	fecosteryl oleate
YLL012W	fecosteryl palmitoleate
YLL012W	lanosterol
YLL012W	lanosteryl oleate
YLL012W	lanosteryl palmitoleate
YLL012W	ergosterol
YLL012W	ergosteryl oleate
YLL012W	ergosteryl palmitoleate
YLL012W	zymosterol
YLL012W	zymosteryl oleate
YLL012W	zymosteryl palmitoleate
YLL015W	glutathione
YLL018C	ATP
YLL018C	AMP
YLL018C	diphosphate
YLL018C	L-aspartate
YLL018C	Asp-tRNA(Asp)
YLL018C	tRNA(Asp)
YLL028W	H+
YLL028W	spermidine
YLL028W	spermine
YLL028W	putrescine
YLL031C	6-[6-(2-aminoethylphosphoryl)-alpha-mannosyl-(1->6)-2-(2-aminoethylphosphoryl)-alpha-mannosyl-(1->6)-alpha-2-(2-aminoethylphosphoryl)mannosyl-(1->4)-alpha-glucosaminyl]-O-acyl-1-phosphatidyl-1D-myo-inositol
YLL031C	6-O-{alpha-D-mannosyl-(1->2)-alpha-D-mannosyl-(1->6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol
YLL031C	diglyceride backbone
YLL031C	phosphatidylethanolamine backbone
YLL041C	ubiquinol-6
YLL041C	ubiquinone-6
YLL041C	succinate
YLL041C	fumarate
YLL043W	glycerol
YLL048C	H+
YLL048C	H2O
YLL048C	ADP
YLL048C	ATP
YLL048C	phosphate
YLL048C	taurocholic acid
YLL052C	H2O
YLL057C	H+
YLL057C	oxygen
YLL057C	succinate
YLL057C	carbon dioxide
YLL057C	2-oxoglutarate
YLL057C	sulphite
YLL057C	aminoacetaldehyde
YLL057C	taurine
YLL061W	H+
YLL061W	S-methyl-L-methionine
YLL062C	H+
YLL062C	S-adenosyl-L-homocysteine
YLL062C	S-adenosyl-L-methionine
YLL062C	L-methionine
YLL062C	L-homocysteine
YLR011W	H+
YLR011W	NAD
YLR011W	NADH
YLR011W	NADP(+)
YLR011W	NADPH
YLR011W	FMN
YLR011W	FMNH2
YLR017W	H+
YLR017W	phosphate
YLR017W	nicotinamide
YLR017W	alpha-D-ribose 1-phosphate(2-)
YLR017W	nicotinamide ribose
YLR017W	adenine
YLR017W	5'-S-methyl-5'-thioadenosine
YLR017W	S-methyl-5-thio-alpha-D-ribose 1-phosphate
YLR020C	H+
YLR020C	H2O
YLR020C	palmitoleate
YLR020C	oleate
YLR020C	zymosterol
YLR020C	zymosteryl oleate
YLR020C	zymosteryl palmitoleate
YLR027C	2-oxoglutarate
YLR027C	L-glutamate
YLR027C	L-aspartate
YLR027C	L-tyrosine
YLR027C	3-(4-hydroxyphenyl)pyruvate
YLR027C	oxaloacetate
YLR027C	erythro-4-hydroxy-L-glutamic acid
YLR027C	4-hydroxy-2-oxoglutarate
YLR028C	H2O
YLR028C	THF
YLR028C	10-formyl-THF
YLR028C	AICAR
YLR028C	IMP
YLR028C	phosphoribosyl-formamido-carboxamide
YLR038C	ferricytochrome c
YLR038C	ferrocytochrome c
YLR038C	H+
YLR038C	H2O
YLR038C	oxygen
YLR043C	H+
YLR043C	H2O
YLR043C	NADP(+)
YLR043C	NADPH
YLR043C	hydrogen peroxide
YLR043C	TRX1
YLR043C	TRX1 disulphide
YLR043C	sulphite
YLR043C	3'-phospho-5'-adenylyl sulfate
YLR043C	adenosine 3',5'-bismonophosphate
YLR044C	H+
YLR044C	pyruvate
YLR044C	carbon dioxide
YLR044C	(R)-acetoin
YLR044C	2-methylbutanal
YLR044C	acetaldehyde
YLR044C	indol-3-ylacetaldehyde
YLR044C	isobutyraldehyde
YLR044C	3-methyl-2-oxobutanoate
YLR044C	(S)-3-methyl-2-oxopentanoate
YLR044C	indole-3-pyruvate
YLR056W	H+
YLR056W	H2O
YLR056W	oxygen
YLR056W	NADP(+)
YLR056W	NADPH
YLR056W	episterol
YLR056W	ergosta-5,7,24(28)-trien-3beta-ol
YLR058C	H2O
YLR058C	5,10-methylenetetrahydrofolate
YLR058C	L-glycine
YLR058C	THF
YLR058C	L-serine
YLR060W	ATP
YLR060W	AMP
YLR060W	diphosphate
YLR060W	L-phenylalanine
YLR060W	Phe-tRNA(Phe)
YLR060W	tRNA(Phe)
YLR070C	H+
YLR070C	NAD
YLR070C	NADH
YLR070C	D-xylulose
YLR070C	xylitol
YLR081W	H+
YLR081W	D-galactose
YLR081W	D-glucose
YLR089C	pyruvate
YLR089C	2-oxoglutarate
YLR089C	L-glutamate
YLR089C	L-alanine
YLR092W	sulphate
YLR100W	H+
YLR100W	NADP(+)
YLR100W	NADPH
YLR100W	zymosterol
YLR100W	3-dehydro-4-methylzymosterol
YLR100W	zymosterol intermediate 2
YLR100W	4alpha-methylzymosterol
YLR109W	H2O
YLR109W	hydrogen peroxide
YLR109W	TRX1
YLR109W	TRX1 disulphide
YLR133W	H+
YLR133W	ADP
YLR133W	ATP
YLR133W	ethanolamine
YLR133W	O-phosphoethanolamine
YLR133W	choline
YLR133W	choline phosphate
YLR134W	H+
YLR134W	pyruvate
YLR134W	carbon dioxide
YLR134W	(R)-acetoin
YLR134W	2-methylbutanal
YLR134W	acetaldehyde
YLR134W	indol-3-ylacetaldehyde
YLR134W	isobutyraldehyde
YLR134W	3-methyl-2-oxobutanoate
YLR134W	(S)-3-methyl-2-oxopentanoate
YLR134W	indole-3-pyruvate
YLR138W	H+
YLR138W	sodium
YLR142W	FAD
YLR142W	FADH2
YLR142W	1-pyrroline-5-carboxylate
YLR142W	L-proline
YLR146C	H+
YLR146C	spermidine
YLR146C	spermine
YLR146C	5'-S-methyl-5'-thioadenosine
YLR146C	S-adenosylmethioninamine
YLR153C	ATP
YLR153C	acetate
YLR153C	acetyl-CoA
YLR153C	AMP
YLR153C	coenzyme A
YLR153C	diphosphate
YLR155C	H2O
YLR155C	ammonium
YLR155C	L-aspartate
YLR155C	L-asparagine
YLR157C	H2O
YLR157C	ammonium
YLR157C	L-aspartate
YLR157C	L-asparagine
YLR158C	H2O
YLR158C	ammonium
YLR158C	L-aspartate
YLR158C	L-asparagine
YLR160C	H2O
YLR160C	ammonium
YLR160C	L-aspartate
YLR160C	L-asparagine
YLR172C	H+
YLR172C	S-adenosyl-L-homocysteine
YLR172C	S-adenosyl-L-methionine
YLR172C	2-(3-amino-3-carboxypropyl)-L-histidine
YLR172C	2-[3-carboxy-3-(methylammonio)propyl]-L-histidine
YLR174W	carbon dioxide
YLR174W	2-oxoglutarate
YLR174W	NADP(+)
YLR174W	NADPH
YLR174W	isocitrate
YLR180W	H2O
YLR180W	ATP
YLR180W	phosphate
YLR180W	diphosphate
YLR180W	S-adenosyl-L-methionine
YLR180W	L-methionine
YLR189C	H+
YLR189C	UDP-D-glucose
YLR189C	UDP
YLR189C	ergosterol
YLR189C	ergosterol 3-beta-D-glucoside
YLR201C	H+
YLR201C	H2O
YLR201C	oxygen
YLR201C	ubiquinol-6
YLR201C	NAD
YLR201C	NADH
YLR201C	S-adenosyl-L-homocysteine
YLR201C	S-adenosyl-L-methionine
YLR201C	2-hexaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone
YLR201C	2-hexaprenyl-6-methoxy-1,4-benzoquinone
YLR201C	2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone
YLR201C	2-hexaprenyl-6-methoxyphenol
YLR201C	3-hexaprenyl-4,5-dihydroxybenzoic acid
YLR201C	3-hexaprenyl-4-hydroxy-5-methoxybenzoic acid
YLR209C	H+
YLR209C	phosphate
YLR209C	nicotinamide
YLR209C	guanine
YLR209C	hypoxanthine
YLR209C	alpha-D-ribose 1-phosphate(2-)
YLR209C	nicotinamide ribose
YLR209C	guanosine
YLR209C	inosine
YLR231C	H+
YLR231C	H2O
YLR231C	3-hydroxy-L-kynurenine
YLR231C	L-kynurenine
YLR231C	L-alanine
YLR231C	anthranilate
YLR231C	3-hydroxyanthranilate
YLR237W	H+
YLR237W	thiamine
YLR240W	H+
YLR240W	ADP
YLR240W	ATP
YLR240W	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)
YLR240W	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)
YLR240W	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)
YLR240W	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)
YLR240W	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)
YLR240W	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)
YLR240W	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)
YLR240W	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)
YLR240W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)
YLR240W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)
YLR240W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)
YLR240W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)
YLR240W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)
YLR240W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)
YLR240W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)
YLR240W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)
YLR245C	H+
YLR245C	H2O
YLR245C	ammonium
YLR245C	cytidine
YLR245C	uridine
YLR245C	2'-deoxyuridine
YLR245C	deoxycytidine
YLR258W	H+
YLR258W	H2O
YLR258W	UDP-D-glucose
YLR258W	UDP
YLR258W	glycogen
YLR260W	H+
YLR260W	ADP
YLR260W	ATP
YLR260W	phytosphingosine
YLR260W	sphinganine
YLR260W	phytosphingosine 1-phosphate
YLR260W	sphinganine 1-phosphate
YLR284C	trans-tetradec-2-enoyl-CoA
YLR284C	trans-dec-2-enoyl-CoA
YLR284C	trans-dodec-2-enoyl-CoA
YLR284C	trans-2,cis-5-dodecadienoyl-CoA
YLR284C	trans-2,cis-5-tetradecadienoyl-CoA
YLR284C	cis-dec-3-enoyl-CoA
YLR284C	cis-dodec-3-enoyl-CoA
YLR284C	trans-3,cis-5-dodecadienoyl-CoA
YLR284C	trans-dodec-3-enoyl-CoA
YLR284C	trans-3,cis-5-tetradecadienoyl-CoA
YLR284C	trans-tetradec-3-enoyl-CoA
YLR285W	S-adenosyl-L-homocysteine
YLR285W	S-adenosyl-L-methionine
YLR285W	nicotinamide
YLR285W	1-methylnicotinamide
YLR295C	H+
YLR295C	H2O
YLR295C	ADP
YLR295C	ATP
YLR295C	phosphate
YLR299W	L-alanine
YLR299W	glutathione
YLR299W	L-cysteinylglycine
YLR299W	L-gamma-glutamyl-L-alanine
YLR300W	H2O
YLR300W	D-glucose
YLR300W	(1->3)-beta-D-glucan
YLR303W	H+
YLR303W	L-cysteine
YLR303W	acetate
YLR303W	L-methionine
YLR303W	L-homocysteine
YLR303W	hydrogen sulfide
YLR303W	O-acetyl-L-homoserine
YLR303W	methanethiol
YLR303W	O-acetyl-L-serine
YLR304C	H2O
YLR304C	citrate
YLR304C	isocitrate
YLR304C	cis-aconitate
YLR305C	H+
YLR305C	ADP
YLR305C	ATP
YLR305C	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)
YLR305C	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)
YLR305C	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)
YLR305C	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)
YLR305C	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)
YLR305C	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)
YLR305C	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)
YLR305C	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)
YLR305C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)
YLR305C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)
YLR305C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)
YLR305C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)
YLR305C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)
YLR305C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)
YLR305C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)
YLR305C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)
YLR307W	H+
YLR307W	H2O
YLR307W	acetate
YLR307W	chitin
YLR307W	chitosan
YLR308W	H+
YLR308W	H2O
YLR308W	acetate
YLR308W	chitin
YLR308W	chitosan
YLR328W	H+
YLR328W	ATP
YLR328W	NAD
YLR328W	diphosphate
YLR328W	nicotinic acid D-ribonucleotide
YLR328W	NMN
YLR328W	deamido-NAD(+)
YLR342W	H+
YLR342W	UDP-D-glucose
YLR342W	UDP
YLR342W	(1->3)-beta-D-glucan
YLR348C	phosphate
YLR348C	succinate
YLR348C	(S)-malate
YLR354C	D-erythrose 4-phosphate
YLR354C	D-fructose 6-phosphate
YLR354C	glyceraldehyde 3-phosphate
YLR354C	sedoheptulose 7-phosphate
YLR355C	H+
YLR355C	NADP(+)
YLR355C	NADPH
YLR355C	(S)-2-acetyl-2-hydroxybutanoate
YLR355C	2-acetyllactic acid
YLR355C	(2R,3R)-2,3-dihydroxy-3-methylpentanoate
YLR355C	(R)-2,3-dihydroxy-3-methylbutanoate
YLR359W	AMP
YLR359W	5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole
YLR359W	AICAR
YLR359W	fumarate
YLR359W	adenylo-succinate
YLR372W	H+
YLR372W	carbon dioxide
YLR372W	coenzyme A
YLR372W	docosanoyl-CoA
YLR372W	tetracosanoyl-CoA
YLR372W	stearoyl-CoA
YLR372W	3-oxoicosanoyl-CoA
YLR372W	3-oxodocosanoyl-CoA
YLR372W	3-oxotetracosanoyl-CoA
YLR372W	3-oxohexacosanoyl-CoA
YLR372W	malonyl-CoA
YLR372W	icosanoyl-CoA
YLR377C	H2O
YLR377C	phosphate
YLR377C	D-fructose 6-phosphate
YLR377C	D-fructose 1,6-bisphosphate
YLR382C	ATP
YLR382C	AMP
YLR382C	diphosphate
YLR382C	L-leucine
YLR382C	Leu-tRNA(Leu)
YLR382C	tRNA(Leu)
YLR386W	H2O
YLR386W	phosphate
YLR386W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)
YLR386W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)
YLR386W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)
YLR386W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)
YLR386W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)
YLR386W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)
YLR386W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)
YLR386W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)
YLR386W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)
YLR386W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)
YLR386W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)
YLR386W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)
YLR386W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)
YLR386W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)
YLR386W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)
YLR386W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1)
YLR395C	ferricytochrome c
YLR395C	ferrocytochrome c
YLR395C	H+
YLR395C	H2O
YLR395C	oxygen
YLR410W	H+
YLR410W	H2O
YLR410W	phosphate
YLR410W	4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate
YLR410W	4-diphospho-1D-myo-inositol pentakisphosphate
YLR410W	5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate
YLR410W	5-diphospho-1D-myo-inositol pentakisphosphate
YLR410W	6-diphospho-1D-myo-inositol pentakisphosphate
YLR410W	myo-inositol hexakisphosphate
YLR420W	H+
YLR420W	H2O
YLR420W	N-carbamoyl-L-aspartate
YLR420W	(S)-dihydroorotate
YLR432W	H+
YLR432W	H2O
YLR432W	NAD
YLR432W	NADH
YLR432W	IMP
YLR432W	xanthosine-5-phosphate
YLR438W	2-oxoglutarate
YLR438W	L-glutamate
YLR438W	ornithine
YLR438W	L-glutamic 5-semialdehyde
YLR447C	H+
YLR447C	H2O
YLR447C	ADP
YLR447C	ATP
YLR447C	phosphate
YLR450W	H+
YLR450W	coenzyme A
YLR450W	NADP(+)
YLR450W	NADPH
YLR450W	(R)-mevalonate
YLR450W	3-hydroxy-3-methylglutaryl-CoA
YML004C	glutathione
YML004C	(R)-S-lactoylglutathione
YML004C	methylglyoxal
YML008C	H+
YML008C	S-adenosyl-L-homocysteine
YML008C	S-adenosyl-L-methionine
YML008C	fecosterol
YML008C	zymosterol
YML022W	AMP
YML022W	diphosphate
YML022W	PRPP
YML022W	adenine
YML035C	H+
YML035C	H2O
YML035C	ammonium
YML035C	AMP
YML035C	IMP
YML042W	acetyl-CoA
YML042W	coenzyme A
YML042W	(R)-carnitine
YML042W	O-acetylcarnitine
YML054C	ferricytochrome c
YML054C	ferrocytochrome c
YML054C	pyruvate
YML054C	(S)-lactate
YML056C	H+
YML056C	H2O
YML056C	NAD
YML056C	NADH
YML056C	IMP
YML056C	xanthosine-5-phosphate
YML059C	H+
YML059C	H2O
YML059C	palmitate
YML059C	palmitoleate
YML059C	stearate
YML059C	oleate
YML059C	sn-glycero-3-phosphocholine
YML059C	phosphatidylcholine (1-16:0, 2-16:1)
YML059C	phosphatidylcholine (1-16:1, 2-16:1)
YML059C	phosphatidylcholine (1-18:0, 2-16:1)
YML059C	phosphatidylcholine (1-18:1, 2-16:1)
YML059C	phosphatidylcholine (1-16:0, 2-18:1)
YML059C	phosphatidylcholine (1-16:1, 2-18:1)
YML059C	phosphatidylcholine (1-18:0, 2-18:1)
YML059C	phosphatidylcholine (1-18:1, 2-18:1)
YML059C	1-acylglycerophosphocholine (16:0)
YML059C	1-acylglycerophosphocholine (16:1)
YML059C	1-acylglycerophosphocholine (18:0)
YML059C	1-acylglycerophosphocholine (18:1)
YML070W	H+
YML070W	ADP
YML070W	ATP
YML070W	dihydroxyacetone phosphate
YML070W	glycerone
YML075C	H+
YML075C	coenzyme A
YML075C	NADP(+)
YML075C	NADPH
YML075C	(R)-mevalonate
YML075C	3-hydroxy-3-methylglutaryl-CoA
YML081C-A	H+
YML081C-A	H2O
YML081C-A	ADP
YML081C-A	ATP
YML081C-A	phosphate
YML086C	oxygen
YML086C	hydrogen peroxide
YML086C	D-arabinono-1,4-lactone
YML086C	dehydro-D-arabinono-1,4-lactone
YML100W	H+
YML100W	H2O
YML100W	phosphate
YML100W	UDP-D-glucose
YML100W	UDP
YML100W	alpha,alpha-trehalose 6-phosphate
YML100W	D-glucose 6-phosphate
YML100W	trehalose
YML106W	diphosphate
YML106W	PRPP
YML106W	orotidine 5'-(dihydrogen phosphate)
YML106W	orotate
YML110C	H+
YML110C	H2O
YML110C	oxygen
YML110C	ubiquinol-6
YML110C	NAD
YML110C	NADH
YML110C	S-adenosyl-L-homocysteine
YML110C	S-adenosyl-L-methionine
YML110C	2-hexaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone
YML110C	2-hexaprenyl-6-methoxy-1,4-benzoquinone
YML110C	2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone
YML110C	2-hexaprenyl-6-methoxyphenol
YML110C	3-hexaprenyl-4,5-dihydroxybenzoic acid
YML110C	3-hexaprenyl-4-hydroxy-5-methoxybenzoic acid
YML120C	H+
YML120C	ubiquinol-6
YML120C	ubiquinone-6
YML120C	NAD
YML120C	NADH
YML123C	H+
YML123C	phosphate
YML126C	H+
YML126C	H2O
YML126C	acetyl-CoA
YML126C	coenzyme A
YML126C	acetoacetyl-CoA
YML126C	3-hydroxy-3-methylglutaryl-CoA
YMR006C	H+
YMR006C	H2O
YMR006C	palmitate
YMR006C	palmitoleate
YMR006C	stearate
YMR006C	oleate
YMR006C	phosphatidyl-L-serine (1-16:0, 2-16:1)
YMR006C	phosphatidyl-L-serine (1-16:1, 2-16:1)
YMR006C	phosphatidyl-L-serine (1-18:0, 2-16:1)
YMR006C	phosphatidyl-L-serine (1-18:1, 2-16:1)
YMR006C	phosphatidyl-L-serine (1-16:0, 2-18:1)
YMR006C	phosphatidyl-L-serine (1-16:1, 2-18:1)
YMR006C	phosphatidyl-L-serine (1-18:0, 2-18:1)
YMR006C	phosphatidyl-L-serine (1-18:1, 2-18:1)
YMR006C	phosphatidylethanolamine (1-16:0, 2-16:1)
YMR006C	phosphatidylethanolamine (1-16:1, 2-16:1)
YMR006C	phosphatidylethanolamine (1-18:0, 2-16:1)
YMR006C	phosphatidylethanolamine (1-18:1, 2-16:1)
YMR006C	phosphatidylethanolamine (1-16:0, 2-18:1)
YMR006C	phosphatidylethanolamine (1-16:1, 2-18:1)
YMR006C	phosphatidylethanolamine (1-18:0, 2-18:1)
YMR006C	phosphatidylethanolamine (1-18:1, 2-18:1)
YMR006C	1-acylglycerophosphoethanolamine (16:0)
YMR006C	1-acylglycerophosphoethanolamine (16:1)
YMR006C	1-acylglycerophosphoethanolamine (18:0)
YMR006C	1-acylglycerophosphoethanolamine (18:1)
YMR006C	sn-glycero-3-phosphoethanolamine
YMR006C	1-acylglycerophosphoserine (16:0)
YMR006C	1-acylglycerophosphoserine (16:1)
YMR006C	1-acylglycerophosphoserine (18:0)
YMR006C	1-acylglycerophosphoserine (18:1)
YMR006C	sn-glycero-3-phosphoserine
YMR008C	H+
YMR008C	H2O
YMR008C	palmitate
YMR008C	palmitoleate
YMR008C	stearate
YMR008C	oleate
YMR008C	sn-glycero-3-phosphocholine
YMR008C	phosphatidylethanolamine (1-16:0, 2-16:1)
YMR008C	phosphatidylethanolamine (1-16:1, 2-16:1)
YMR008C	phosphatidylethanolamine (1-18:0, 2-16:1)
YMR008C	phosphatidylethanolamine (1-18:1, 2-16:1)
YMR008C	phosphatidylethanolamine (1-16:0, 2-18:1)
YMR008C	phosphatidylethanolamine (1-16:1, 2-18:1)
YMR008C	phosphatidylethanolamine (1-18:0, 2-18:1)
YMR008C	phosphatidylethanolamine (1-18:1, 2-18:1)
YMR008C	phosphatidylcholine (1-16:0, 2-16:1)
YMR008C	phosphatidylcholine (1-16:1, 2-16:1)
YMR008C	phosphatidylcholine (1-18:0, 2-16:1)
YMR008C	phosphatidylcholine (1-18:1, 2-16:1)
YMR008C	phosphatidylcholine (1-16:0, 2-18:1)
YMR008C	phosphatidylcholine (1-16:1, 2-18:1)
YMR008C	phosphatidylcholine (1-18:0, 2-18:1)
YMR008C	phosphatidylcholine (1-18:1, 2-18:1)
YMR008C	1-acylglycerophosphoethanolamine (16:0)
YMR008C	1-acylglycerophosphoethanolamine (16:1)
YMR008C	1-acylglycerophosphoethanolamine (18:0)
YMR008C	1-acylglycerophosphoethanolamine (18:1)
YMR008C	1-acylglycerophosphocholine (16:0)
YMR008C	1-acylglycerophosphocholine (16:1)
YMR008C	1-acylglycerophosphocholine (18:0)
YMR008C	1-acylglycerophosphocholine (18:1)
YMR008C	sn-glycero-3-phosphoethanolamine
YMR009W	H+
YMR009W	H2O
YMR009W	phosphate
YMR009W	formate
YMR009W	4-methylthio-2-oxobutanoate
YMR009W	5-(methylsulfanyl)-2,3-dioxopentyl phosphate
YMR011W	H+
YMR011W	D-glucose
YMR011W	D-fructose
YMR011W	D-mannose
YMR013C	H+
YMR013C	dolichyl phosphate
YMR013C	CTP
YMR013C	CDP
YMR013C	dolichol
YMR015C	H+
YMR015C	H2O
YMR015C	oxygen
YMR015C	NADP(+)
YMR015C	NADPH
YMR015C	ergosta-5,7,22,24(28)-tetraen-3beta-ol
YMR015C	ergosta-5,7,24(28)-trien-3beta-ol
YMR020W	H2O
YMR020W	oxygen
YMR020W	hydrogen peroxide
YMR020W	spermidine
YMR020W	spermine
YMR020W	3-aminopropanal
YMR020W	N(1)-acetylspermidine
YMR020W	N(1)-acetylspermine
YMR020W	N-acetylputrescine
YMR041C	H+
YMR041C	NAD
YMR041C	NADH
YMR041C	D-arabinono-1,4-lactone
YMR041C	D-arabinose
YMR054W	H+
YMR054W	H2O
YMR054W	ADP
YMR054W	ATP
YMR054W	phosphate
YMR056C	ADP
YMR056C	ATP
YMR062C	H+
YMR062C	acetyl-CoA
YMR062C	coenzyme A
YMR062C	L-glutamate
YMR062C	ornithine
YMR062C	N-acetyl-L-glutamate
YMR062C	N(2)-acetyl-L-ornithine
YMR083W	H+
YMR083W	NAD
YMR083W	NADH
YMR083W	2-methylbutanal
YMR083W	2-methylbutanol
YMR083W	2-phenylethanol
YMR083W	3-methylbutanal
YMR083W	acetaldehyde
YMR083W	ethanol
YMR083W	indol-3-ylacetaldehyde
YMR083W	isoamylol
YMR083W	isobutanol
YMR083W	isobutyraldehyde
YMR083W	phenylacetaldehyde
YMR083W	tryptophol
YMR088C	H+
YMR088C	L-histidine
YMR088C	L-lysine
YMR101C	diphosphate
YMR101C	decaprenyl diphosphate
YMR101C	docosaprenyl diphosphate
YMR101C	dodecaprenyl diphosphate
YMR101C	farnesyl diphosphate
YMR101C	geranylgeranyl diphosphate
YMR101C	henicosaprenyl diphosphate
YMR101C	heptadecaprenyl diphosphate
YMR101C	heptaprenyl diphosphate
YMR101C	hexadecaprenyl diphosphate
YMR101C	hexaprenyl diphosphate
YMR101C	icosaprenyl diphosphate
YMR101C	isopentenyl diphosphate
YMR101C	nonadecaprenyl diphosphate
YMR101C	nonaprenyl diphosphate
YMR101C	octadecaprenyl diphosphate
YMR101C	octaprenyl diphosphate
YMR101C	pentadecaprenyl diphosphate
YMR101C	pentaprenyl diphosphate
