gene	metabolite
YGR110W	monolysocardiolipin (2-16:1, 3-16:0, 4-16:1)
YGR110W	monolysocardiolipin (2-16:1, 3-16:1, 4-16:1)
YGR110W	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1)
YGR110W	monolysocardiolipin (2-16:1, 3-18:1, 4-16:1)
YGR110W	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1)
YGR110W	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)
YGR110W	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)
YGR110W	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)
YGR110W	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)
YGR110W	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1)
YGR110W	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1)
YGR110W	monolysocardiolipin (2-18:1, 3-16:1, 4-18:1)
YGR110W	monolysocardiolipin (1-16:0, 2-16:1, 4-16:1)
YGR110W	monolysocardiolipin (1-16:0, 2-16:1, 4-18:1)
YGR110W	monolysocardiolipin (1-16:1, 2-16:1, 4-16:1)
YGR110W	monolysocardiolipin (1-16:1, 2-16:1, 4-18:1)
YGR110W	monolysocardiolipin (1-18:0, 2-16:1, 4-16:1)
YGR110W	monolysocardiolipin (1-18:0, 2-16:1, 4-18:1)
YGR110W	monolysocardiolipin (1-18:1, 2-16:1, 4-16:1)
YGR110W	monolysocardiolipin (1-18:1, 2-16:1, 4-18:1)
YGR110W	monolysocardiolipin (1-16:0, 2-18:1, 4-16:1)
YGR110W	monolysocardiolipin (1-16:0, 2-18:1, 4-18:1)
YGR110W	monolysocardiolipin (1-16:1, 2-18:1, 4-16:1)
YGR110W	monolysocardiolipin (1-16:1, 2-18:1, 4-18:1)
YGR121C	ammonium
YGR124W	H+
YGR124W	H2O
YGR124W	ATP
YGR124W	AMP
YGR124W	diphosphate
YGR124W	L-glutamate
YGR124W	L-aspartate
YGR124W	L-glutamine
YGR124W	L-asparagine
YGR138C	H+
YGR138C	spermine
YGR143W	H+
YGR143W	UDP-D-glucose
YGR143W	UDP
YGR143W	(1->6)-beta-D-glucan
YGR155W	H2O
YGR155W	L-cystathionine
YGR155W	L-serine
YGR155W	L-homocysteine
YGR157W	H+
YGR157W	S-adenosyl-L-homocysteine
YGR157W	S-adenosyl-L-methionine
YGR157W	phosphatidylethanolamine (1-16:0, 2-16:1)
YGR157W	phosphatidyl-N-methylethanolamine (1-16:0, 2-16:1)
YGR157W	phosphatidylethanolamine (1-16:1, 2-16:1)
YGR157W	phosphatidyl-N-methylethanolamine (1-16:1, 2-16:1)
YGR157W	phosphatidylethanolamine (1-18:0, 2-16:1)
YGR157W	phosphatidyl-N-methylethanolamine (1-18:0, 2-16:1)
YGR157W	phosphatidylethanolamine (1-18:1, 2-16:1)
YGR157W	phosphatidyl-N-methylethanolamine (1-18:1, 2-16:1)
YGR157W	phosphatidylethanolamine (1-16:0, 2-18:1)
YGR157W	phosphatidyl-N-methylethanolamine (1-16:0, 2-18:1)
YGR157W	phosphatidylethanolamine (1-16:1, 2-18:1)
YGR157W	phosphatidyl-N-methylethanolamine (1-16:1, 2-18:1)
YGR157W	phosphatidylethanolamine (1-18:0, 2-18:1)
YGR157W	phosphatidyl-N-methylethanolamine (1-18:0, 2-18:1)
YGR157W	phosphatidylethanolamine (1-18:1, 2-18:1)
YGR157W	phosphatidyl-N-methylethanolamine (1-18:1, 2-18:1)
YGR170W	H+
YGR170W	carbon dioxide
YGR170W	phosphatidyl-L-serine (1-16:0, 2-16:1)
YGR170W	phosphatidyl-L-serine (1-16:1, 2-16:1)
YGR170W	phosphatidyl-L-serine (1-18:0, 2-16:1)
YGR170W	phosphatidyl-L-serine (1-18:1, 2-16:1)
YGR170W	phosphatidyl-L-serine (1-16:0, 2-18:1)
YGR170W	phosphatidyl-L-serine (1-16:1, 2-18:1)
YGR170W	phosphatidyl-L-serine (1-18:0, 2-18:1)
YGR170W	phosphatidyl-L-serine (1-18:1, 2-18:1)
YGR170W	phosphatidylethanolamine (1-16:0, 2-16:1)
YGR170W	phosphatidylethanolamine (1-16:1, 2-16:1)
YGR170W	phosphatidylethanolamine (1-18:0, 2-16:1)
YGR170W	phosphatidylethanolamine (1-18:1, 2-16:1)
YGR170W	phosphatidylethanolamine (1-16:0, 2-18:1)
YGR170W	phosphatidylethanolamine (1-16:1, 2-18:1)
YGR170W	phosphatidylethanolamine (1-18:0, 2-18:1)
YGR170W	phosphatidylethanolamine (1-18:1, 2-18:1)
YGR171C	ATP
YGR171C	AMP
YGR171C	diphosphate
YGR171C	Met-tRNA(Met)
YGR171C	L-methionine
YGR171C	tRNA(Met)
YGR175C	H+
YGR175C	H2O
YGR175C	oxygen
YGR175C	NAD
YGR175C	NADH
YGR175C	NADP(+)
YGR175C	NADPH
YGR175C	(S)-2,3-epoxysqualene
YGR175C	squalene
YGR177C	acetyl-CoA
YGR177C	coenzyme A
YGR177C	2-methylbutanol
YGR177C	2-phenylethanol
YGR177C	ethanol
YGR177C	isoamylol
YGR177C	isobutanol
YGR177C	2-methylbutyl acetate
YGR177C	ethyl acetate
YGR177C	isoamyl acetate
YGR177C	isobutyl acetate
YGR177C	phenethyl acetate
YGR180C	H2O
YGR180C	ADP
YGR180C	TRX1
YGR180C	TRX1 disulphide
YGR180C	GDP
YGR180C	dADP
YGR180C	dGDP
YGR180C	CDP
YGR180C	dCDP
YGR183C	ferricytochrome c
YGR183C	ferrocytochrome c
YGR183C	H+
YGR183C	ubiquinol-6
YGR183C	ubiquinone-6
YGR185C	ATP
YGR185C	AMP
YGR185C	diphosphate
YGR185C	L-tyrosine
YGR185C	Tyr-tRNA(Tyr)
YGR185C	tRNA(Tyr)
YGR191W	H+
YGR191W	L-histidine
YGR191W	Mn(2+)
YGR192C	H+
YGR192C	phosphate
YGR192C	NAD
YGR192C	NADH
YGR192C	glyceraldehyde 3-phosphate
YGR192C	1,3-bisphospho-D-glycerate
YGR193C	pyruvate
YGR193C	carbon dioxide
YGR193C	NAD
YGR193C	NADH
YGR193C	acetyl-CoA
YGR193C	coenzyme A
YGR194C	H+
YGR194C	ADP
YGR194C	ATP
YGR194C	D-xylulose 5-phosphate
YGR194C	D-xylulose
YGR202C	H+
YGR202C	diphosphate
YGR202C	CTP
YGR202C	CDP-choline
YGR202C	choline phosphate
YGR204W	H+
YGR204W	H2O
YGR204W	ADP
YGR204W	ATP
YGR204W	phosphate
YGR204W	5,10-methenyl-THF
YGR204W	5,10-methylenetetrahydrofolate
YGR204W	THF
YGR204W	NADP(+)
YGR204W	NADPH
YGR204W	10-formyl-THF
YGR204W	formate
YGR208W	H2O
YGR208W	phosphate
YGR208W	L-serine
YGR208W	3-phospho-serine
YGR209C	H+
YGR209C	H2O
YGR209C	ATP
YGR209C	NADP(+)
YGR209C	NADPH
YGR209C	GTP
YGR209C	CTP
YGR209C	UTP
YGR209C	hydrogen peroxide
YGR209C	TRX1
YGR209C	TRX1 disulphide
YGR209C	dUTP
YGR209C	dATP
YGR209C	sulphite
YGR209C	3'-phospho-5'-adenylyl sulfate
YGR209C	adenosine 3',5'-bismonophosphate
YGR209C	dCTP
YGR209C	dGTP
YGR240C	H+
YGR240C	ADP
YGR240C	ATP
YGR240C	D-fructose 6-phosphate
YGR240C	sedoheptulose 7-phosphate
YGR240C	D-fructose 1,6-bisphosphate
YGR240C	sedoheptulose 1,7-bisphosphate
YGR243W	H+
YGR243W	pyruvate
YGR244C	ADP
YGR244C	ATP
YGR244C	phosphate
YGR244C	succinate
YGR244C	coenzyme A
YGR244C	succinyl-CoA
YGR244C	itaconate
YGR244C	itaconyl-CoA
YGR247W	H+
YGR247W	H2O
YGR247W	2',3'-cyclic AMP
YGR247W	adenosine 2'-phosphate
YGR248W	H+
YGR248W	H2O
YGR248W	6-O-phosphono-D-glucono-1,5-lactone
YGR248W	6-phospho-D-gluconate
YGR254W	H2O
YGR254W	phosphoenolpyruvate
YGR254W	2-phospho-D-glyceric acid
YGR255C	H+
YGR255C	H2O
YGR255C	oxygen
YGR255C	ubiquinol-6
YGR255C	NAD
YGR255C	NADH
YGR255C	S-adenosyl-L-homocysteine
YGR255C	S-adenosyl-L-methionine
YGR255C	2-hexaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone
YGR255C	2-hexaprenyl-6-methoxy-1,4-benzoquinone
YGR255C	2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone
YGR255C	2-hexaprenyl-6-methoxyphenol
YGR255C	3-hexaprenyl-4,5-dihydroxybenzoic acid
YGR255C	3-hexaprenyl-4-hydroxy-5-methoxybenzoic acid
YGR256W	carbon dioxide
YGR256W	NADP(+)
YGR256W	NADPH
YGR256W	D-ribulose 5-phosphate
YGR256W	6-phospho-D-gluconate
YGR260W	nicotinate
YGR264C	ATP
YGR264C	AMP
YGR264C	diphosphate
YGR264C	Met-tRNA(Met)
YGR264C	L-methionine
YGR264C	tRNA(Met)
YGR267C	H+
YGR267C	H2O
YGR267C	formate
YGR267C	GTP
YGR267C	7,8-dihydroneopterin 3'-triphosphate
YGR277C	H+
YGR277C	ATP
YGR277C	diphosphate
YGR277C	3'-dephospho-CoA
YGR277C	pantetheine 4'-phosphate
YGR282C	H2O
YGR282C	D-glucose
YGR282C	(1->3)-beta-D-glucan
YGR286C	H+
YGR286C	biotin
YGR286C	dethiobiotin
YGR286C	polysulphur
YGR287C	H2O
YGR287C	maltose
YGR287C	D-glucose
YGR289C	H+
YGR289C	trehalose
YGR289C	maltose
YGR292W	H2O
YGR292W	maltose
YGR292W	D-glucose
YHL003C	H+
YHL003C	coenzyme A
YHL003C	tetracosanoyl-CoA
YHL003C	hexacosanoyl-CoA
YHL003C	ceramide-2 (C24)
YHL003C	phytosphingosine
YHL003C	sphinganine
YHL003C	ceramide-1 (C24)
YHL003C	ceramide-1 (C26)
YHL003C	ceramide-2 (C26)
YHL011C	H+
YHL011C	ATP
YHL011C	AMP
YHL011C	PRPP
YHL011C	ribose-5-phosphate
YHL016C	H+
YHL016C	spermidine
YHL016C	urea
YHL032C	H+
YHL032C	ADP
YHL032C	ATP
YHL032C	glycerol 3-phosphate
YHL032C	glycerol
YHL036W	H+
YHL036W	L-methionine
YHR001W-A	ferricytochrome c
YHR001W-A	ferrocytochrome c
YHR001W-A	H+
YHR001W-A	ubiquinol-6
YHR001W-A	ubiquinone-6
YHR002W	coenzyme A
YHR007C	H+
YHR007C	H2O
YHR007C	oxygen
YHR007C	NADP(+)
YHR007C	NADPH
YHR007C	formate
YHR007C	lanosterol
YHR007C	4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol
YHR011W	ATP
YHR011W	AMP
YHR011W	diphosphate
YHR011W	L-serine
YHR011W	Ser-tRNA(Ser)
YHR011W	tRNA(Ser)
YHR018C	L-arginine
YHR018C	fumarate
YHR018C	(N(omega)-L-arginino)succinic acid
YHR019C	ATP
YHR019C	AMP
YHR019C	diphosphate
YHR019C	L-asparagine
YHR019C	Asn-tRNA(Asn)
YHR019C	tRNA(Asn)
YHR020W	H+
YHR020W	ATP
YHR020W	AMP
YHR020W	diphosphate
YHR020W	L-proline
YHR020W	Pro-tRNA(Pro)
YHR020W	tRNA(Pro)
YHR025W	H+
YHR025W	ADP
YHR025W	ATP
YHR025W	O-phospho-L-homoserine
YHR025W	L-homoserine
YHR026W	H+
YHR026W	H2O
YHR026W	ADP
YHR026W	ATP
YHR026W	phosphate
YHR037W	H+
YHR037W	H2O
YHR037W	NAD
YHR037W	NADH
YHR037W	L-glutamate
YHR037W	1-pyrroline-3-hydroxy-5-carboxylic acid
YHR037W	1-pyrroline-5-carboxylate
YHR037W	erythro-4-hydroxy-L-glutamic acid
YHR037W	L-4-hydroxyglutamic semialdehyde
YHR039C-A	H+
YHR039C-A	H2O
YHR039C-A	ADP
YHR039C-A	ATP
YHR039C-A	phosphate
YHR042W	H+
YHR042W	H2O
YHR042W	oxygen
YHR042W	NADP(+)
YHR042W	NADPH
YHR042W	formate
YHR042W	lanosterol
YHR042W	4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol
YHR046C	H2O
YHR046C	phosphate
YHR046C	1D-myo-inositol 1-phosphate
YHR046C	myo-inositol
YHR051W	ferricytochrome c
YHR051W	ferrocytochrome c
YHR051W	H+
YHR051W	H2O
YHR051W	oxygen
YHR063C	H+
YHR063C	NADP(+)
YHR063C	NADPH
YHR063C	2-dehydropantoate
YHR063C	(R)-pantoate
YHR067W	H2O
YHR067W	trans-but-2-enoyl-ACP
YHR067W	trans-hex-2-enoyl-ACP
YHR067W	trans-oct-2-enoyl-ACP
YHR067W	3-hydroxybutanoyl-ACP
YHR067W	3-hydroxyhexanoyl-ACP
YHR067W	3-hydroxyoctanoyl-ACP
YHR068W	H2O
YHR068W	ubiquinol-6
YHR068W	ubiquinone-6
YHR068W	spermidine
YHR068W	4-aminobutanal
YHR068W	trimethylenediamine
YHR072W	lanosterol
YHR072W	(S)-2,3-epoxysqualene
YHR074W	H+
YHR074W	H2O
YHR074W	ATP
YHR074W	NAD
YHR074W	AMP
YHR074W	diphosphate
YHR074W	L-glutamate
YHR074W	L-glutamine
YHR074W	deamido-NAD(+)
YHR091C	ATP
YHR091C	AMP
YHR091C	diphosphate
YHR091C	L-arginine
YHR091C	Arg-tRNA(Arg)
YHR091C	tRNA(Arg)
YHR092C	H+
YHR092C	D-glucose
YHR092C	D-fructose
YHR092C	D-mannose
YHR094C	H+
YHR094C	D-glucose
YHR094C	D-fructose
YHR094C	D-mannose
YHR096C	H+
YHR096C	D-glucose
YHR096C	D-fructose
YHR096C	D-mannose
YHR100C	H2O
YHR100C	phosphate
YHR100C	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:0, 2-16:1)
YHR100C	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:1, 2-16:1)
YHR100C	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-18:0, 2-16:1)
YHR100C	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-18:1, 2-16:1)
YHR100C	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:0, 2-18:1)
YHR100C	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:1, 2-18:1)
YHR100C	phosphatidylglycerol (1-16:0, 2-16:1)
YHR100C	phosphatidylglycerol (1-16:1, 2-16:1)
YHR100C	phosphatidylglycerol (1-18:0, 2-16:1)
YHR100C	phosphatidylglycerol (1-18:1, 2-16:1)
YHR100C	phosphatidylglycerol (1-16:0, 2-18:1)
YHR100C	phosphatidylglycerol (1-16:1, 2-18:1)
YHR104W	H+
YHR104W	NADP(+)
YHR104W	NADPH
YHR104W	D-glyceraldehyde
YHR104W	glycerol
YHR104W	(S)-lactaldehyde
YHR104W	D-xylose
YHR104W	L-arabinitol
YHR104W	L-arabinose
YHR104W	methylglyoxal
YHR104W	xylitol
YHR106W	H+
YHR106W	NADP(+)
YHR106W	NADPH
YHR106W	TRX1
YHR106W	TRX1 disulphide
YHR123W	H+
YHR123W	CMP
YHR123W	diglyceride (1-16:0, 2-16:1)
YHR123W	diglyceride (1-16:0, 2-18:1)
YHR123W	diglyceride (1-16:1, 2-16:1)
YHR123W	diglyceride (1-16:1, 2-18:1)
YHR123W	diglyceride (1-18:0, 2-16:1)
YHR123W	diglyceride (1-18:0, 2-18:1)
YHR123W	diglyceride (1-18:1, 2-16:1)
YHR123W	diglyceride (1-18:1, 2-18:1)
YHR123W	CDP-ethanolamine
YHR123W	phosphatidylethanolamine (1-16:0, 2-16:1)
YHR123W	phosphatidylethanolamine (1-16:1, 2-16:1)
YHR123W	phosphatidylethanolamine (1-18:0, 2-16:1)
YHR123W	phosphatidylethanolamine (1-18:1, 2-16:1)
YHR123W	phosphatidylethanolamine (1-16:0, 2-18:1)
YHR123W	phosphatidylethanolamine (1-16:1, 2-18:1)
YHR123W	phosphatidylethanolamine (1-18:0, 2-18:1)
YHR123W	phosphatidylethanolamine (1-18:1, 2-18:1)
YHR123W	CDP-choline
YHR123W	phosphatidylcholine (1-16:0, 2-16:1)
YHR123W	phosphatidylcholine (1-16:1, 2-16:1)
YHR123W	phosphatidylcholine (1-18:0, 2-16:1)
YHR123W	phosphatidylcholine (1-18:1, 2-16:1)
YHR123W	phosphatidylcholine (1-16:0, 2-18:1)
YHR123W	phosphatidylcholine (1-16:1, 2-18:1)
YHR123W	phosphatidylcholine (1-18:0, 2-18:1)
YHR123W	phosphatidylcholine (1-18:1, 2-18:1)
YHR128W	diphosphate
YHR128W	PRPP
YHR128W	uracil
YHR128W	UMP
YHR137W	pyruvate
YHR137W	2-oxoglutarate
YHR137W	L-glutamate
YHR137W	L-alanine
YHR137W	L-methionine
YHR137W	L-phenylalanine
YHR137W	L-tryptophan
YHR137W	L-tyrosine
YHR137W	3-(4-hydroxyphenyl)pyruvate
YHR137W	keto-phenylpyruvate
YHR137W	4-methylthio-2-oxobutanoate
YHR137W	indole-3-pyruvate
YHR144C	H+
YHR144C	H2O
YHR144C	ammonium
YHR144C	dUMP
YHR144C	dUTP
YHR144C	dCTP
YHR144C	dCMP
YHR162W	H+
YHR162W	pyruvate
YHR163W	H+
YHR163W	H2O
YHR163W	6-O-phosphono-D-glucono-1,5-lactone
YHR163W	6-phospho-D-gluconate
YHR174W	H2O
YHR174W	phosphoenolpyruvate
YHR174W	2-phospho-D-glyceric acid
YHR183W	carbon dioxide
YHR183W	NADP(+)
YHR183W	NADPH
YHR183W	D-ribulose 5-phosphate
YHR183W	6-phospho-D-gluconate
YHR190W	H+
YHR190W	diphosphate
YHR190W	NADP(+)
YHR190W	NADPH
YHR190W	farnesyl diphosphate
YHR190W	squalene
YHR208W	H+
YHR208W	carbon dioxide
YHR208W	2-oxoglutarate
YHR208W	L-glutamate
YHR208W	L-isoleucine
YHR208W	L-leucine
YHR208W	L-methionine
YHR208W	L-valine
YHR208W	3-methyl-2-oxobutanoate
YHR208W	(2S)-2-isopropyl-3-oxosuccinate
YHR208W	(S)-3-methyl-2-oxopentanoate
YHR208W	4-methyl-2-oxopentanoate
YHR208W	4-methylthio-2-oxobutanoate
YHR216W	H+
YHR216W	H2O
YHR216W	NAD
YHR216W	NADH
YHR216W	IMP
YHR216W	xanthosine-5-phosphate
YIL002C	H2O
YIL002C	phosphate
YIL002C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)
YIL002C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)
YIL002C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)
YIL002C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)
YIL002C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)
YIL002C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)
YIL002C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)
YIL002C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)
YIL002C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)
YIL002C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)
YIL002C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)
YIL002C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)
YIL002C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)
YIL002C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)
YIL002C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)
YIL002C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)
YIL006W	NAD
YIL006W	AMP
YIL006W	dGMP
YIL006W	dAMP
YIL009W	ATP
YIL009W	AMP
YIL009W	coenzyme A
YIL009W	diphosphate
YIL009W	docosanoyl-CoA
YIL009W	tetracosanoyl-CoA
YIL009W	hexacosanoyl-CoA
YIL009W	behenate
YIL009W	lignoceric acid
YIL009W	cerotic acid
YIL009W	icosanoyl-CoA
YIL009W	arachidate
YIL010W	H2O
YIL010W	hydrogen peroxide
YIL010W	TRX1
YIL010W	TRX1 disulphide
YIL013C	episterol
YIL013C	fecosterol
YIL013C	lanosterol
YIL013C	ergosterol
YIL013C	zymosterol
YIL020C	5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide
YIL020C	1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide
YIL020C	D-fructose
YIL020C	raffinose
YIL020C	melibiose
YIL053W	H2O
YIL053W	phosphate
YIL053W	glycerol 3-phosphate
YIL053W	glycerol
YIL053W	glycerol 1-phosphate
YIL066C	H2O
YIL066C	ADP
YIL066C	TRX1
YIL066C	TRX1 disulphide
YIL066C	GDP
YIL066C	dADP
YIL066C	dGDP
YIL066C	CDP
YIL066C	dCDP
YIL074C	H+
YIL074C	NAD
YIL074C	NADH
YIL074C	3-phosphonato-D-glycerate(3-)
YIL074C	3-phospho-hydroxypyruvate
YIL078W	ATP
YIL078W	AMP
YIL078W	diphosphate
YIL078W	L-threonine
YIL078W	Thr-tRNA(Thr)
YIL078W	tRNA(Thr)
YIL083C	H+
YIL083C	L-cysteine
YIL083C	diphosphate
YIL083C	CTP
YIL083C	CMP
YIL083C	(R)-4'-phosphopantothenic acid
YIL083C	N-[(R)-4-phosphonopantothenoyl]-L-cysteine
YIL094C	H+
YIL094C	carbon dioxide
YIL094C	NAD
YIL094C	NADH
YIL094C	homoisocitrate
YIL094C	2-oxoadipic acid
YIL099W	H2O
YIL099W	D-glucose
YIL099W	glycogen
YIL107C	H+
YIL107C	ADP
YIL107C	ATP
YIL107C	D-fructose 6-phosphate
YIL107C	beta-D-fructose 2,6-bisphosphate
YIL111W	ferricytochrome c
YIL111W	ferrocytochrome c
YIL111W	H+
YIL111W	H2O
YIL111W	oxygen
YIL116W	2-oxoglutarate
YIL116W	L-glutamate
YIL116W	L-histidinol phosphate
YIL116W	3-(imidazol-4-yl)-2-oxopropyl dihydrogen phosphate
YIL124W	H+
YIL124W	NADP(+)
YIL124W	NADPH
YIL124W	1-acyl-sn-glycerol 3-phosphate (16:0)
YIL124W	1-acyl-sn-glycerol 3-phosphate (16:1)
YIL124W	acylglycerone phosphate (16:0)
YIL124W	acylglycerone phosphate (16:1)
YIL124W	1-acyl-sn-glycerol 3-phosphate (18:0)
YIL124W	1-acyl-sn-glycerol 3-phosphate (18:1)
YIL124W	acylglycerone phosphate (18:0)
YIL124W	acylglycerone phosphate (18:1)
YIL125W	H+
YIL125W	carbon dioxide
YIL125W	dihydrolipoamide
YIL125W	lipoamide
YIL125W	NAD
YIL125W	NADH
YIL125W	coenzyme A
YIL125W	2-oxoglutarate
YIL125W	succinyl-CoA
YIL125W	S(8)-succinyldihydrolipoamide
YIL134W	FADH2
YIL145C	H+
YIL145C	ATP
YIL145C	AMP
YIL145C	diphosphate
YIL145C	(R)-pantothenate
YIL145C	(R)-pantoate
YIL145C	beta-alanine
YIL155C	glycerol 3-phosphate
YIL155C	dihydroxyacetone phosphate
YIL155C	FAD
YIL155C	FADH2
YIL160C	acetyl-CoA
YIL160C	coenzyme A
YIL160C	palmitoyl-CoA
YIL160C	docosanoyl-CoA
YIL160C	tetracosanoyl-CoA
YIL160C	stearoyl-CoA
YIL160C	3-oxotetradecanoyl-CoA
YIL160C	3-oxopalmitoyl-CoA
YIL160C	3-oxooctadecanoyl-CoA
YIL160C	3-oxoicosanoyl-CoA
YIL160C	3-oxodocosanoyl-CoA
YIL160C	3-oxotetracosanoyl-CoA
YIL160C	3-oxohexacosanoyl-CoA
YIL160C	icosanoyl-CoA
YIL160C	myristoyl-CoA
YIL160C	decanoyl-CoA
YIL160C	lauroyl-CoA
YIL160C	octanoyl-CoA
YIL160C	butanoyl-CoA
YIL160C	hexanoyl-CoA
YIL160C	cis-tetradec-7-enoyl-CoA
YIL160C	cis-dodec-5-enoyl-CoA
YIL160C	cis-hexadec-7-enoyl-CoA
YIL160C	cis-tetradec-5-enoyl-CoA
YIL160C	3-oxodecanoyl-CoA
YIL160C	3-oxolauroyl-CoA
YIL160C	acetoacetyl-CoA
YIL160C	3-oxohexanoyl-CoA
YIL160C	3-oxooctanoyl-CoA
YIL160C	3-oxo-cis-hexadec-9-enoyl-CoA
YIL160C	3-oxo-cis-tetradec-7-enoyl-CoA
YIL160C	3-oxo-cis-dodec-5-enoyl-CoA
YIL160C	3-oxo-cis-octadec-9-enoyl-CoA
YIL160C	3-oxo-cis-hexadec-7-enoyl-CoA
YIL160C	3-oxo-cis-tetradec-5-enoyl-CoA
YIL160C	cis-dec-3-enoyl-CoA
YIL160C	cis-dodec-3-enoyl-CoA
YIL162W	H2O
YIL162W	D-glucose
YIL162W	D-fructose
YIL162W	sucrose
YIL172C	H2O
YIL172C	maltose
YIL172C	D-glucose
YIR027C	H+
YIR027C	H2O
YIR027C	allantoate
YIR027C	allantoin
YIR028W	allantoin
YIR029W	H2O
YIR029W	urea
YIR029W	allantoate
YIR029W	ureidoglycolic acid
YIR031C	H+
YIR031C	H2O
YIR031C	acetyl-CoA
YIR031C	coenzyme A
YIR031C	(S)-malate
YIR031C	glyoxylate
YIR032C	H+
YIR032C	H2O
YIR032C	ammonium
YIR032C	carbon dioxide
YIR032C	glyoxylate
YIR032C	ureidoglycolic acid
YIR034C	H+
YIR034C	H2O
YIR034C	NAD
YIR034C	NADH
YIR034C	2-oxoglutarate
YIR034C	L-lysine
YIR034C	L-saccharopine
YIR037W	H2O
YIR037W	hydrogen peroxide
YIR037W	glutathione
YIR037W	glutathione disulfide
YJL005W	ATP
YJL005W	diphosphate
YJL005W	3',5'-cyclic AMP
YJL026W	H2O
YJL026W	ADP
YJL026W	TRX1
YJL026W	TRX1 disulphide
YJL026W	GDP
YJL026W	dADP
YJL026W	dGDP
YJL026W	CDP
YJL026W	dCDP
YJL045W	ubiquinol-6
YJL045W	ubiquinone-6
YJL045W	succinate
YJL045W	fumarate
YJL052W	H+
YJL052W	phosphate
YJL052W	NAD
YJL052W	NADH
YJL052W	glyceraldehyde 3-phosphate
YJL052W	1,3-bisphospho-D-glycerate
YJL060W	pyruvate
YJL060W	2-oxoglutarate
YJL060W	L-glutamate
YJL060W	L-kynurenine
YJL060W	L-alanine
YJL060W	L-2-aminoadipate
YJL060W	2-oxoadipic acid
YJL060W	kynurenic acid
YJL068C	H+
YJL068C	H2O
YJL068C	formate
YJL068C	glutathione
YJL068C	S-formylglutathione
YJL071W	H+
YJL071W	acetyl-CoA
YJL071W	coenzyme A
YJL071W	L-glutamate
YJL071W	N-acetyl-L-glutamate
YJL088W	H+
YJL088W	phosphate
YJL088W	ornithine
YJL088W	carbamoyl phosphate
YJL088W	L-citrulline
YJL091C	coenzyme A
YJL091C	palmitoyl-CoA
YJL091C	6-(alpha-D-glucosaminyl)-O-acyl-1-phosphatidyl-1D-myo-inositol
YJL091C	6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol
YJL097W	H2O
YJL097W	(S)-3-hydroxytetradecanoyl-CoA
YJL097W	(S)-3-hydroxypalmitoyl-CoA
YJL097W	3-hydroxyoctadecanoyl-CoA
YJL097W	3-hydroxyicosanoyl-CoA
YJL097W	3-hydroxydocosanoyl-CoA
YJL097W	3-hydroxytetracosanoyl-CoA
